organism_name,locus_tag,system_id,system_size,carrier_type,role_from_pfam,pfam_domains,gene_summary,kegg_ko_id,tcdb_family,substrate_provisional,substrate_confidence,substrate_source,organic_c_vs_inorganic,importer_vs_exporter,sbp_bac3_bucket,catabolic_neighbors
Alteromonas macleodii EZ55,EZ55_03913,EZ55_S0610,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,hupA :: TonB-dependent hemoglobin/transferrin/lactoferrin family receptor :: receptor,K16087 ; K16089,1.B.14.1 ; 1.B.14.10 ; 1.B.14.2,hemoglobin/transferrin/lactoferrin,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03915,EZ55_S0611,1,other,other/unclear,Plug ; STN ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: Secretin and TonB N terminus short domain,,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03922,EZ55_S0612,1,other,other/unclear,COX4_pro,cyoD :: cytochrome o ubiquinol oxidase subunit IV :: cytochrome o ubiquinol oxidase,K02300,3.D.4.5,cytochrome o ubiquinol oxidase subunit IV,confident,KO,ambiguous,importer,NA,EZ55_03921|EZ55_03923
Alteromonas macleodii EZ55,EZ55_03923,EZ55_S0613,1,other,other/unclear,COX3,"cyoC :: cytochrome o ubiquinol oxidase subunit III :: COG1845 Heme copper-type cytochrome quinol oxidase, subunit 3",K02299,3.D.4.5,cytochrome o ubiquinol oxidase subunit III,confident,KO,inorganic,importer,NA,EZ55_03922|EZ55_03924
Alteromonas macleodii EZ55,EZ55_03924,EZ55_S0614,1,other,other/unclear,COX1,cyoB :: cytochrome o ubiquinol oxidase subunit I :: Belongs to the heme-copper respiratory oxidase family,K02274 ; K02298,3.D.4.2 ; 3.D.4.3 ; 3.D.4.4 ; 3.D.4.5 ; 3.D.4.6,cytochrome c oxidase subunit I [EC:7.1.1.9],confident,KO,inorganic,importer,NA,EZ55_03923|EZ55_03925
Alteromonas macleodii EZ55,EZ55_03925,EZ55_S0615,1,other,other/unclear,COX2 ; COX_ARM,"cyoA :: ubiquinol oxidase subunit II :: COG1622 Heme copper-type cytochrome quinol oxidases, subunit 2",K02297,3.D.4.5,cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],confident,KO,inorganic,importer,NA,EZ55_03924
Alteromonas macleodii EZ55,EZ55_03929,EZ55_S0616,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: TonB dependent receptor,,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,EZ55_03928|EZ55_03930
Alteromonas macleodii EZ55,EZ55_03939,EZ55_S0617,1,other,other/unclear,Cpn10,"groES :: co-chaperone GroES :: Together with the chaperonin GroEL, plays an essential role in assisting protein folding. The GroEL-GroES system forms a nano-cage that allows encapsulation of the non-native substrate proteins and provides a physical environment optimized to promote and accelerate protein folding. GroES binds to the apical surface of the GroEL ring, thereby capping the opening of the GroEL channel",K04078,,chaperonin GroES,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03942,EZ55_S0618,1,other,other/unclear,DsbD_N ; DsbD_TM ; Thioredoxin_2 ; Thioredoxin_7,dsbD :: protein-disulfide reductase DsbD :: Required to facilitate the formation of correct disulfide bonds in some periplasmic proteins and for the assembly of the periplasmic c-type cytochromes. Acts by transferring electrons from cytoplasmic thioredoxin to the periplasm. This transfer involves a cascade of disulfide bond formation and reduction steps,K04084,5.A.1.1,thioredoxin:protein disulfide reductase [EC:1.8.4.16],confident,KO,ambiguous,importer,NA,EZ55_03943
Alteromonas macleodii EZ55,EZ55_03953,EZ55_S0619,1,other,other/unclear,HIPIP,"hip :: high-potential iron-sulfur protein :: Specific class of high-redox-potential 4Fe-4S ferredoxins. Functions in anaerobic electron transport in most purple and in some other photosynthetic bacteria and in at least one genus (Paracoccus) of halophilic, denitrifying bacteria",,,high-potential iron-sulfur protein,inferred,product/eggNOG,inorganic,importer,NA,EZ55_03952|EZ55_03954
Alteromonas macleodii EZ55,EZ55_03955,EZ55_S0066,1,ABC-orphan-SBP,substrate-binding,SBP_bac_3,"substrate-binding periplasmic protein :: Bacterial extracellular solute-binding proteins, family 3",K02030,3.A.1.3,polar amino acid,confident,KO,dual-C+N,importer,transport-inferred,EZ55_03954
Alteromonas macleodii EZ55,EZ55_03964,EZ55_S0620,1,other,other/unclear,Ion_trans,ion transporter :: potassium channel protein,K10716,1.A.1.1 ; 1.A.1.13 ; 1.A.1.17 ; 1.A.1.24 ; 1.A.1.25 ; 1.A.1.6,voltage-gated potassium channel,confident,KO,inorganic,importer,NA,EZ55_03965
Alteromonas macleodii EZ55,EZ55_03969,EZ55_S0621,1,secondary-carrier,secondary-carrier,MFS_1,MFS transporter :: Major facilitator superfamily,,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03974,EZ55_S0622,1,other,other/unclear,PDZ_2 ; T2SSC,gspC :: type II secretion system protein GspC :: General secretion pathway protein C,K02452,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein C,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03975,EZ55_S0623,1,other,other/unclear,Secretin ; Secretin_N,"gspD :: type II secretion system secretin GspD :: COG1450 Type II secretory pathway, component PulD",K02453,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein D,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03976,EZ55_S0624,1,other,other/unclear,T2SSE ; MshEN,"gspE :: type II secretion system ATPase GspE :: COG2804 Type II secretory pathway, ATPase PulE Tfp pilus assembly pathway, ATPase PilB",K02454,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein E [EC:7.4.2.8],confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03977,EZ55_S0625,1,other,other/unclear,T2SSF,gspF :: type II secretion system inner membrane protein GspF :: General secretion pathway protein F,K02455,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein F,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03978,EZ55_S0626,1,other,other/unclear,N_methyl ; T2SSG,"gspG :: type II secretion system major pseudopilin GspG :: COG2165 Type II secretory pathway, pseudopilin PulG",K02456,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein G,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03979,EZ55_S0627,1,other,other/unclear,GspH ; N_methyl,gspH :: type II secretion system minor pseudopilin GspH :: general secretion pathway protein,K02457,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein H,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03980,EZ55_S0628,1,other,other/unclear,N_methyl ; T2SSI,gspI :: type II secretion system minor pseudopilin GspI :: general secretion pathway protein,K02458,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein I,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03981,EZ55_S0629,1,other,other/unclear,N_methyl ; T2SSJ,gspJ :: type II secretion system minor pseudopilin GspJ :: General secretion pathway protein J,K02459,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein J,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03982,EZ55_S0630,1,other,other/unclear,T2SSK,"gspK :: type II secretion system minor pseudopilin GspK :: COG3156 Type II secretory pathway, component PulK",K02460,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein K,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03983,EZ55_S0631,1,other,other/unclear,GspL_C ; T2SSL,"gspL :: type II secretion system protein GspL :: Involved in a type II secretion system (T2SS, formerly general secretion pathway, GSP) for the export of proteins",K02461,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein L,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03984,EZ55_S0632,1,other,other/unclear,T2SSM,gspM :: type II secretion system protein GspM :: Inner membrane component of the type II secretion system required for the energy-dependent secretion of extracellular factors such as proteases and toxins from the periplasm,K02462,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein M,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03985,EZ55_S0633,1,other,other/unclear,T2SSN,"gspN :: type II secretion system protein N :: Type II secretion system (T2SS), protein N",K02463,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family,general secretion pathway protein N,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03994,EZ55_S0634,1,other,other/unclear,Glyco_trans_2_3 ; Glycos_transf_2,mdoH :: glucans biosynthesis glucosyltransferase MdoH :: COG2943 Membrane glycosyltransferase,K03669,4.D.3.1.1,membrane glycosyltransferase [EC:2.4.1.-],confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04000,EZ55_S0067,1,other-permease,ATP-binding,ABC_tran ; ABC_tran_CTD ; ABC_tran_Xtn,yheS :: ATP-binding cassette domain-containing protein :: COG0488 ATPase components of ABC transporters with duplicated ATPase domains,K06158,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04013,EZ55_S0635,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor :: COG1629 Outer membrane receptor proteins, mostly Fe transport",,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04014,EZ55_S0068,1,ABC-orphan-SBP,substrate-binding,HTH_18 ; HTH_AraC ; Peripla_BP_3,xylR :: XylR family transcriptional regulator :: Periplasmic binding protein-like domain,,,XylR family transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04015,EZ55_S0636,1,secondary-carrier,secondary-carrier,MFS_2,MFS transporter :: COG2211 Na melibiose symporter and related transporters,K03292,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family,glycoside/pentoside/hexuronide:cation,confident,KO,ambiguous,importer,NA,EZ55_04016
Alteromonas macleodii EZ55,EZ55_04028,EZ55_S0637,1,secondary-carrier,secondary-carrier,Sugar_tr,xylE :: sugar porter family MFS transporter :: Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family,K05548 ; K08138 ; K08139,2.A.1.1.3 ; 2.A.1.15,sugar porter family MFS,inferred,product/eggNOG,organic-C,importer,NA,EZ55_04027|EZ55_04029
Alteromonas macleodii EZ55,EZ55_04043,EZ55_S0638,1,other,other/unclear,MatE,dinF :: MATE family efflux transporter :: COG0534 Na -driven multidrug efflux pump,K03327,2.A.66.1,MATE family efflux,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_04048,EZ55_S0639,1,other,other/unclear,COX15-CtaA,ctaA :: COX15/CtaA family protein :: protein required for cytochrome oxidase assembly,K02259,3.D.4.4,heme a synthase [EC:1.17.99.9],confident,KO,inorganic,importer,NA,EZ55_04047
Alteromonas macleodii EZ55,EZ55_04050,EZ55_S0640,1,other,other/unclear,SURF1,surf1 :: SURF1 family protein :: SURF1-like protein,K14998,3.D.4.8,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04052,EZ55_S0641,1,other,other/unclear,COX3,"coxC :: cytochrome c oxidase subunit 3 :: COG1845 Heme copper-type cytochrome quinol oxidase, subunit 3",K02276,3.D.4.4 ; 3.D.4.6,cytochrome c oxidase subunit III [EC:7.1.1.9],confident,KO,inorganic,importer,NA,EZ55_04053
Alteromonas macleodii EZ55,EZ55_04053,EZ55_S0642,1,other,other/unclear,CtaG_Cox11,ctaG :: cytochrome c oxidase assembly protein :: oxidase assembly,K02258,3.D.4.8,cytochrome c oxidase assembly protein subunit 11,confident,KO,ambiguous,importer,NA,EZ55_04052|EZ55_04054
Alteromonas macleodii EZ55,EZ55_04054,EZ55_S0643,1,other,other/unclear,COX1,ctaD :: cytochrome c oxidase subunit I :: Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,K02274 ; K02298,3.D.4.2 ; 3.D.4.3 ; 3.D.4.4 ; 3.D.4.5 ; 3.D.4.6,cytochrome c oxidase subunit I [EC:7.1.1.9],confident,KO,inorganic,importer,NA,EZ55_04053|EZ55_04055
Alteromonas macleodii EZ55,EZ55_04055,EZ55_S0644,1,other,other/unclear,COX2 ; COX2_TM ; Cytochrome_CBB3,coxB :: cytochrome c oxidase subunit II :: Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B),K02275,3.D.4.2 ; 3.D.4.4 ; 3.D.4.6,cytochrome c oxidase subunit II [EC:7.1.1.9],confident,KO,inorganic,importer,NA,EZ55_04054
Alteromonas macleodii EZ55,EZ55_04062,EZ55_S0645,1,other,other/unclear,Gly_transporter,yadS :: trimeric intracellular cation channel family protein :: UPF0126 domain,,,unresolved,inferred,none,ambiguous,importer,NA,EZ55_04061
Alteromonas macleodii EZ55,EZ55_04064,EZ55_S0646,1,other,other/unclear,HTH_1 ; LysR_substrate,ilvY :: HTH-type transcriptional activator IlvY :: Transcriptional regulator,K02521,,"LysR family transcriptional regulator, positive regulator for ilvC",confident,KO,ambiguous,importer,NA,EZ55_04065
Alteromonas macleodii EZ55,EZ55_04066,EZ55_S0647,1,secondary-carrier,secondary-carrier,MFS_1,bcr :: multidrug effflux MFS transporter :: Fungal trichothecene efflux pump (TRI12),K07552,2.A.1.2,unresolved,inferred,none,ambiguous,exporter,NA,EZ55_04065|EZ55_04067
Alteromonas macleodii EZ55,EZ55_04068,EZ55_S0648,1,other,other/unclear,POTRA ; POTRA_TamA_1,ytfM :: autotransporter assembly complex protein TamA :: COG0729 Outer membrane protein,K07278,1.B.33.2.4,translocation and assembly module TamA,confident,KO,ambiguous,importer,NA,EZ55_04067
Alteromonas macleodii EZ55,EZ55_04069,EZ55_S0649,1,other,other/unclear,TamB,ytfN :: translocation/assembly module TamB domain-containing protein :: protein conserved in bacteria,K09800,,translocation and assembly module TamB,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04073,EZ55_S0650,1,secondary-carrier,secondary-carrier,EamA,DMT family transporter :: COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,,,DMT family,inferred,product/eggNOG,ambiguous,importer,NA,EZ55_04074
Alteromonas macleodii EZ55,EZ55_04082,EZ55_S0651,1,other,other/unclear,DUF6482,DUF6482 family protein :: cation transporter,,,unresolved,inferred,none,ambiguous,importer,NA,EZ55_04081
Alteromonas macleodii EZ55,EZ55_04098,EZ55_S0652,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor :: COG1629 Outer membrane receptor proteins, mostly Fe transport",,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04100,EZ55_S0653,1,secondary-carrier,secondary-carrier,MFS_2,MFS transporter :: MFS/sugar transport protein,K03292,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family,glycoside/pentoside/hexuronide:cation,confident,KO,organic-C,importer,NA,
Alteromonas macleodii EZ55,EZ55_04101,EZ55_S0069,1,ABC-orphan-SBP,substrate-binding,LacI ; Peripla_BP_3,LacI family DNA-binding transcriptional regulator :: transcriptional,,,LacI family DNA-binding transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04103,EZ55_S0654,1,other,other/unclear,SnoaL_3,nuclear transport factor 2 family protein :: SnoaL-like domain,,,nuclear,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04104,EZ55_S0655,1,other,other/unclear,Gly-zipper_Omp ; Gly-zipper_YMGG ; OmpA,yiaD :: OmpA family protein :: Belongs to the ompA family,K12216,3.A.7.9.1,intracellular multiplication protein IcmN,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_04108,EZ55_S0656,1,other,other/unclear,GST_C ; GST_C_2 ; GST_N ; GST_N_3,gst5 :: glutathione S-transferase family protein :: Glutathione S-transferase,K00799 ; K11209,1.A.12.2.2 ; 1.A.12.3.2,glutathione S-transferase [EC:2.5.1.18],confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_04110,EZ55_S0657,1,other,other/unclear,ATP-synt_DE ; ATP-synt_DE_N,atpC :: F0F1 ATP synthase subunit epsilon :: Produces ATP from ADP in the presence of a proton gradient across the membrane,K02114,3.A.2.1,F-type H+-transporting ATPase subunit epsilon,confident,KO,ambiguous,importer,NA,EZ55_04111
Alteromonas macleodii EZ55,EZ55_04111,EZ55_S0658,1,other,other/unclear,ATP-synt_ab ; ATP-synt_ab_N,atpD :: F0F1 ATP synthase subunit beta :: Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits,K02112,3.A.2.1,F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1],confident,KO,ambiguous,importer,NA,EZ55_04110|EZ55_04112
Alteromonas macleodii EZ55,EZ55_04112,EZ55_S0659,1,other,other/unclear,ATP-synt,atpG :: F0F1 ATP synthase subunit gamma :: Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex,K02115,3.A.2.1,F-type H+-transporting ATPase subunit gamma,confident,KO,ambiguous,importer,NA,EZ55_04111|EZ55_04113
Alteromonas macleodii EZ55,EZ55_04113,EZ55_S0660,1,other,other/unclear,ATP-synt_ab ; ATP-synt_ab_C ; ATP-synt_ab_N,atpA :: F0F1 ATP synthase subunit alpha :: Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,K02111,3.A.2.1,F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1],confident,KO,ambiguous,importer,NA,EZ55_04112|EZ55_04114
Alteromonas macleodii EZ55,EZ55_04114,EZ55_S0661,1,other,other/unclear,OSCP,"atpH :: F0F1 ATP synthase subunit delta :: F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. ; FUNCTION: This protein is part of the stalk that links CF(0) to CF(1). It either transmits conformational changes from CF(0) to CF(1) or is implicated in proton conduction",K02113,3.A.2.1,F-type H+-transporting ATPase subunit delta,confident,KO,inorganic,importer,NA,EZ55_04113|EZ55_04115
