locus_tag,strain_short,substrates,tier,func_evidence,export_evidence
MIT1002_03675,MIT1002,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.96 (D-aminoacyl-tRNA deacylase),
MIT1002_00104,MIT1002,lipid/ester,"B: degradative, export uncertain",Pfam Phospholipase/Carboxylesterase,
MIT1002_03776,MIT1002,lipid/ester,A: degradative + exported,EC 3.1.1.3 (triacylglycerol lipase),signal:Signal peptide (Sec/SPI)
MIT1002_03877,MIT1002,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.29 (peptidyl-tRNA hydrolase),
MIT1002_00771,MIT1002,lipid/ester,A: degradative + exported,Pfam Putative esterase,signal:Signal peptide (Sec/SPI)
MIT1002_01347,MIT1002,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.- (Carboxylic ester hydrolases),
MIT1002_01956,MIT1002,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.- (Carboxylic ester hydrolases),
MIT1002_01966,MIT1002,lipid/ester,A: degradative + exported,Pfam Bacterial virulence factor lipase N-terminal,signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02109,MIT1002,lipid/ester,"B: degradative, export uncertain",Pfam Patatin-like phospholipase,
MIT1002_02140,MIT1002,lipid/ester,A: degradative + exported,Pfam Patatin-like phospholipase,loc:Extracellular
MIT1002_00479,MIT1002,lipid/ester;protein/peptide,"B: degradative, export uncertain","EC 3.1.1.5 (lysophospholipase) | Pfam Serine aminopeptidase, S33",
MIT1002_01414,MIT1002,lipid/ester;protein/peptide,A: degradative + exported,EC 3.1.1.5 (lysophospholipase) | GO-MF peptidase activity,loc:Periplasmic;signal:Signal peptide (Sec/SPI)
MIT1002_02245,MIT1002,nucleic acid,"B: degradative, export uncertain",GO-MF endonuclease activity,
MIT1002_02476,MIT1002,nucleic acid,"B: degradative, export uncertain",EC 3.1.26.4 (ribonuclease H),
MIT1002_02877,MIT1002,nucleic acid,"B: degradative, export uncertain",GO-MF DNA endonuclease activity,
MIT1002_03115,MIT1002,nucleic acid,"B: degradative, export uncertain",GO-MF nuclease activity,
ALT831_RS19425,MIT1002,nucleic acid,"B: degradative, export uncertain",Pfam HNH endonuclease,
MIT1002_00083,MIT1002,nucleic acid,"B: degradative, export uncertain",Pfam HNH endonuclease,
MIT1002_03217,MIT1002,nucleic acid,"B: degradative, export uncertain",Pfam Ribonuclease H1 N-terminal domain,
MIT1002_03505,MIT1002,nucleic acid,"B: degradative, export uncertain",GO-MF 3^-5^ exonuclease activity,
MIT1002_00413,MIT1002,nucleic acid,A: degradative + exported,GO-MF nuclease activity,signal:Signal peptide (Sec/SPI)
MIT1002_00537,MIT1002,nucleic acid,"B: degradative, export uncertain",GO-MF RNA nuclease activity,
MIT1002_04093,MIT1002,nucleic acid,"B: degradative, export uncertain",EC 3.1.21.- (Endodeoxyribonucleases producing 5^-phosphomonoesters),
MIT1002_04132,MIT1002,nucleic acid,"B: degradative, export uncertain",EC 3.1.26.5 (ribonuclease P),
MIT1002_04175,MIT1002,nucleic acid,"B: degradative, export uncertain",GO-MF nuclease activity,
MIT1002_04215,MIT1002,nucleic acid,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase),
MIT1002_01462,MIT1002,nucleic acid,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase),
MIT1002_01690,MIT1002,nucleic acid,"B: degradative, export uncertain",EC 3.1.26.4 (ribonuclease H),
MIT1002_01887,MIT1002,nucleic acid,"B: degradative, export uncertain",GO-MF endonuclease activity,
MIT1002_02453,MIT1002,nucleic acid;organic phosphate,A: degradative + exported,Pfam Endonuclease/Exonuclease/phosphatase family | Pfam Endonuclease I,signal:Signal peptide (Sec/SPI)
MIT1002_02595,MIT1002,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_03376,MIT1002,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_03446,MIT1002,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_00127,MIT1002,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_00405,MIT1002,nucleic acid;organic phosphate,"B: degradative, export uncertain","EC 3.1.4.58 (RNA 2^,3^-cyclic 3^-phosphodiesterase) | GO-MF 2^,3^-cyclic-nucleotide 3^-phosphodiesterase activity",
MIT1002_01244,MIT1002,nucleic acid;organic phosphate,A: degradative + exported,EC 3.1.4.46 (glycerophosphodiester phosphodiesterase) | GO-MF glycerophosphodiester phosphodiesterase activity,loc:Periplasmic
MIT1002_01559,MIT1002,nucleic acid;organic phosphate,A: degradative + exported,EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,signal:Signal peptide (Sec/SPI)
MIT1002_01618,MIT1002,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_01697,MIT1002,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_01782,MIT1002,nucleic acid;organic phosphate,A: degradative + exported,Pfam Endonuclease/Exonuclease/phosphatase family | Pfam Endonuclease I,signal:Signal peptide (Sec/SPI)
MIT1002_02202,MIT1002,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_02422,MIT1002,organic phosphate,A: degradative + exported,Pfam Alkaline phosphatase PhoX,signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02462,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_02601,MIT1002,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.- (Phosphoric monoester hydrolases),
MIT1002_02603,MIT1002,organic phosphate,"B: degradative, export uncertain",Pfam Endonuclease/Exonuclease/phosphatase family,
MIT1002_02694,MIT1002,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.27 (phosphatidylglycerophosphatase),
MIT1002_02829,MIT1002,organic phosphate,A: degradative + exported,EC 3.1.3.1 (alkaline phosphatase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02888,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_03091,MIT1002,organic phosphate,"B: degradative, export uncertain",Pfam Low molecular weight phosphotyrosine protein phosphatase,
ALT831_RS03440,MIT1002,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.5 (5^-nucleotidase),
MIT1002_00062,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_03185,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
MIT1002_03340,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
MIT1002_03355,MIT1002,organic phosphate,"B: degradative, export uncertain",Pfam Chemotaxis phosphatase CheX,
MIT1002_03415,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_03532,MIT1002,organic phosphate,A: degradative + exported,Pfam Alkaline phosphatase PhoX,signal:TAT signal peptide (Tat/SPI)
MIT1002_03697,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_00169,MIT1002,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.11 (fructose-bisphosphatase),
MIT1002_00306,MIT1002,organic phosphate,A: degradative + exported,"Pfam HAD superfamily, subfamily IIIB (Acid phosphatase)",signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_00319,MIT1002,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.16 (protein-serine/threonine phosphatase),
MIT1002_00433,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_03862,MIT1002,organic phosphate,A: degradative + exported,"Pfam HAD superfamily, subfamily IIIB (Acid phosphatase)",loc:Outer membrane;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03969,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
MIT1002_00692,MIT1002,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.- (Phosphoric monoester hydrolases),
MIT1002_00703,MIT1002,organic phosphate,A: degradative + exported,EC 3.1.3.5 (5^-nucleotidase),signal:Signal peptide (Sec/SPI)
MIT1002_00705,MIT1002,organic phosphate,A: degradative + exported,EC 3.1.3.5 (5^-nucleotidase),loc:Periplasmic
MIT1002_00739,MIT1002,organic phosphate,A: degradative + exported,EC 3.1.3.1 (alkaline phosphatase),signal:Signal peptide (Sec/SPI)
MIT1002_00752,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
MIT1002_01292,MIT1002,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.- (Phosphoric monoester hydrolases),
MIT1002_01420,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
MIT1002_01528,MIT1002,organic phosphate,A: degradative + exported,EC 3.1.3.16 (protein-serine/threonine phosphatase),loc:Periplasmic
MIT1002_01537,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_01680,MIT1002,organic phosphate,A: degradative + exported,EC 3.1.3.8 (3-phytase),loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_01871,MIT1002,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
MIT1002_01877,MIT1002,organic phosphate,A: degradative + exported,EC 3.1.3.16 (protein-serine/threonine phosphatase),loc:Periplasmic
MIT1002_02259,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02261,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
MIT1002_02262,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02270,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.14.- (Dipeptidyl-peptidases and tripeptidyl-peptidases),signal:Signal peptide (Sec/SPI)
MIT1002_02282,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.21.26 (prolyl oligopeptidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02341,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
MIT1002_02454,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.11.2 (membrane alanyl aminopeptidase),signal:Signal peptide (Sec/SPI)
MIT1002_02472,MIT1002,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
MIT1002_02518,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.16.- (Serine-type carboxypeptidases),signal:Signal peptide (Sec/SPI)
MIT1002_02558,MIT1002,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Signal peptide (Sec/SPI)
MIT1002_02564,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
MIT1002_02578,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.21.83 (oligopeptidase B),signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02642,MIT1002,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02643,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.21.89 (signal peptidase I),signal:Signal peptide (Sec/SPI)
MIT1002_02714,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.89 (signal peptidase I),
MIT1002_02741,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.36 (signal peptidase II),
MIT1002_02823,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
MIT1002_02840,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.21.- (Serine endopeptidases),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
MIT1002_02869,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
MIT1002_02915,MIT1002,protein/peptide,A: degradative + exported,Pfam Metallopeptidase family M24,signal:Signal peptide (Sec/SPI)
MIT1002_02926,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
MIT1002_02943,MIT1002,protein/peptide,"B: degradative, export uncertain",Pfam Vault protein inter-alpha-trypsin domain,
MIT1002_02944,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.22.70 (sortase A),signal:Signal peptide (Sec/SPI)
MIT1002_02952,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.23.- (Aspartic endopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_02979,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.13.9 (Xaa-Pro dipeptidase),signal:TAT signal peptide (Tat/SPI)
MIT1002_02981,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
MIT1002_03007,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
MIT1002_03011,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.43 (prepilin peptidase),
MIT1002_03018,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
MIT1002_03031,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
MIT1002_03037,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.13.19 (membrane dipeptidase),signal:Signal peptide (Sec/SPI)
MIT1002_03042,MIT1002,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
MIT1002_03052,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_00046,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
MIT1002_00066,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
MIT1002_03152,MIT1002,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,signal:Signal peptide (Sec/SPI)
MIT1002_03285,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.11.1 (leucyl aminopeptidase),
MIT1002_03290,MIT1002,protein/peptide,"B: degradative, export uncertain",Pfam Insulinase (Peptidase family M16),
MIT1002_03338,MIT1002,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
MIT1002_03444,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.14.5 (dipeptidyl-peptidase IV),signal:Signal peptide (Sec/SPI)
MIT1002_03521,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
MIT1002_03527,MIT1002,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
MIT1002_03604,MIT1002,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
MIT1002_03611,MIT1002,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03617,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular;signal:Signal peptide (Sec/SPI)
MIT1002_03653,MIT1002,protein/peptide,"B: degradative, export uncertain",GO-MF cysteine-type peptidase activity,
MIT1002_03705,MIT1002,protein/peptide,A: degradative + exported,Pfam BlaR1 peptidase M56,signal:Signal peptide (Sec/SPI)
MIT1002_03727,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
MIT1002_00176,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_00183,MIT1002,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_00193,MIT1002,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
MIT1002_00238,MIT1002,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
MIT1002_00272,MIT1002,protein/peptide,"B: degradative, export uncertain",GO-MF aspartic-type endopeptidase activity,
MIT1002_00315,MIT1002,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
MIT1002_00401,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_00409,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
MIT1002_00419,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_00454,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),loc:Extracellular
MIT1002_00465,MIT1002,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
MIT1002_00489,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
MIT1002_00518,MIT1002,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,signal:Signal peptide (Sec/SPI)
MIT1002_00527,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
MIT1002_00538,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_00608,MIT1002,protein/peptide,"B: degradative, export uncertain",GO-MF metalloendopeptidase activity,
MIT1002_00626,MIT1002,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,loc:Outer membrane;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03745,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03785,MIT1002,protein/peptide,A: degradative + exported,GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
MIT1002_03786,MIT1002,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
MIT1002_03873,MIT1002,protein/peptide,A: degradative + exported,Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
MIT1002_03940,MIT1002,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
MIT1002_04013,MIT1002,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
